"場所ID","場所名稱","場所縣市","場所區域","場所地址","場所分類","場所類型","場所描述","AEDID","AED放置地點","AED地點描述","地點LAT","地點LNG","周一至周五起","周一至周五迄","周六起","周六迄","周日起","周日迄","開放使用時間備註","開放時間緊急連絡電話"
"9452","高雄市甲仙區甲仙國小","高雄市","甲仙區","高雄市甲仙區文化路45號","學校、大型集會場所","國小","","66284","辦公室門口","辦公室門口","23.081422395253","120.58910149124","","","","","","","","07-6751025"
"5106","高雄市立三民國民中學","高雄市","三民區","高雄市三民區十全一路200號","學校、大型集會場所","國中","","66286","大門內警衛室外牆上","大門內警衛室外牆上","22.646417790034","120.30704951694","06:00:00","18:00:00","06:00:00","12:00:00","","","","07-3227751#335"
"20618","陽明國中","高雄市","三民區","高雄市三民區義華路166號","學校、大型集會場所","國中","","66288","第三棟玄關保健室旁","第三棟玄關保健室旁","22.644391488719","120.34069184919","06:00:00","22:30:00","06:00:00","22:30:00","06:00:00","22:30:00","校園開放時間","07-3892919"
"3695","高雄市河濱國小","高雄市","三民區","高雄市三民區市中一路339號","學校、大型集會場所","國小","","66299","河北路進入幼兒園川堂","河北路進入幼兒園川堂","22.634035074077","120.28777508613","","","","","","","","07-2211408"
"5754","高雄市三民區河堤國小","高雄市","三民區","高雄市三民區裕誠路3號","學校、大型集會場所","國小","","66302","中庭(健康中心門口)","中庭(健康中心門口)","22.663318490905","120.31500012454","00:08:00","00:16:00","","","","","","3436556"
"6240","高雄市立大社國民中學","高雄市","大社區","高雄市大社區神農里翠屏路100號","學校、大型集會場所","國中","","66304","本校靠後門的廁所門口","本校靠近後門的廁所門口，那邊人流較大","22.729083217719","120.35700462847","","","","","","","","7:30~16:30"
"20411","日月潭力麗溫德姆溫泉酒店","南投縣","魚池鄉","南投縣魚池鄉日月村中正路312號","旅宿場所","飯店","","66307","二樓大廳","二樓電梯廳旁","23.847094275051","120.9316542828","07:00:00","21:00:00","07:00:00","21:00:00","07:00:00","21:00:00","","049-2850085"
"20631","日月潭力麗溫德姆溫泉酒店","南投縣","魚池鄉","南投縣魚池鄉日月村中正路312號","旅宿場所","飯店","","66308","三樓梯廳","三樓梯廳","23.847094052123","120.9316542828","07:00:00","21:00:00","07:00:00","21:00:00","07:00:00","21:00:00","","049-2850085"
"22228","臺中市豐原轉運中心","臺中市","豐原區","臺中市豐原區豐勢路一段139號","交通要衝","轉運站","豐原轉運中心是位在臺中市豐原區豐陽路上的轉運車站，與台鐵豐原車站相鄰。為地下2層、地上5層的多功能建築，設有7席客運月台，296席汽車及849席機車的停車空間，1至2樓的商場部分由委外廠商大車河有限公","66317","臺中市豐原轉運中心","電梯入口","24.254345123087","120.7243254292","","","","","","","","04 2515 0278"
"21731","福灣莊園休閒農場","屏東縣","東港鎮","屏東縣東港鎮大鵬路100號","觀光旅遊地區","農場","","66318","餐廳外埸","餐廳外埸","22.457869729145","120.48233456746","09:00:00","16:00:00","09:00:00","16:00:00","09:00:00","16:00:00","每日皆有營業","0912000533"
"20297","大智通文化行銷股份有限公司(本洲DC)","高雄市","岡山區","高雄市岡山區本工五路６８號","其他","其他場所","","66322","1樓櫃檯區","1樓櫃檯區","22.812527137086","120.26446180927","07:00:00","17:00:00","07:00:00","17:00:00","07:00:00","17:00:00","","07-621-9231"
"9201","高雄市大寮區山頂國民小學","高雄市","大寮區","高雄市大寮區高雄市大寮區山頂里山頂路211號","學校、大型集會場所","國小","","66327","活動中心","活動中心大門入口右側","22.607460915766","120.38931910766","08:00:00","16:00:00","","","","","","上課時間，7828205"
"7754","高雄市立大寮國民中學","高雄市","大寮區","高雄市大寮區永芳里進學路150號","學校、大型集會場所","國中","","66328","校門口警衛室","大寮國中校門口警衛室內","22.603586767177","120.39273040511","","","","","","","","開放一般民眾運動時間:AM6:00~7:00、PM5:00~6:30，教職員工生上班上課時間:7:3"
"5088","高雄市立中庄國中","高雄市","大寮區","高雄市大寮區光明路三段1437號","學校、大型集會場所","國中","","66329","學務處與健康中心川堂","校門口右邊入學務處樓梯上穿堂","22.628660068746","120.40960006435","01:00:00","00:00:00","01:00:00","00:00:00","01:00:00","00:00:00","","07-7033166"
"4165","高雄市大寮區永芳國民小學","高雄市","大寮區","高雄市大寮區鳳林三路499號","學校、大型集會場所","國小","","66330","永芳台上","操場前方的永芳台上面","22.584507649504","120.40121306345","","","","","","","","07-7812814"
"6353","高雄市大寮區忠義國小","高雄市","大寮區","高雄市大寮區忠義路1號","學校、大型集會場所","國小","","66332","健康中心走廊","進大門第一棟大樓右轉健康中心走廊左側","22.616236406452","120.38414163136","07:30:00","16:30:00","","","","","","077812858"
"20473","高雄市大寮區潮寮國民小學","高雄市","大寮區","高雄市大寮區潮寮里潮寮路61號","學校、大型集會場所","國小","","66334","校園卓越樓靠幼兒園餐廳走廊","卓越樓 幼兒園餐廳走廊","22.565837547165","120.42886668152","","","","","","","","0929559112"
"6148","高雄市大寮區中庄國民小學","高雄市","大寮區","高雄市大寮區中庄里中庄路59號","學校、大型集會場所","國小","","66335","行政大樓(A棟)玄關","行政大樓玄關牆壁","22.634585708049","120.39752258213","07:00:00","16:30:00","00:01:00","23:59:00","00:01:00","23:59:00","","077032838"
"20504","高雄市大樹國中","高雄市","大樹區","高雄市大樹區九曲里九區路500號","學校、大型集會場所","國中","","66340","行政大樓穿堂","進校門，面對穿堂左側","22.655656545962","120.43289044307","","","","","","","","05：00-20：00(07-6512026)"
"4574","高雄市立溪埔國民中學","高雄市","大樹區","高雄市大樹區溪埔路1號","學校、大型集會場所","國中","","66341","本校穿堂","本校穿堂公用電話旁","22.731436646971","120.44586137302","","","","","","","","07-6561335"
"21277","高雄市大樹區大樹國小","高雄市","大樹區","高雄市大樹區中正一路249號","學校、大型集會場所","國小","行政大樓1樓穿堂","66342","大樹國小一樓穿堂","大樹國小行政大樓一樓穿堂右側牆壁","22.68780450139","120.43461946497","07:30:00","17:00:00","","","","","","早上7點30分至下午17點止"
"8126","高雄市大樹區龍目國小","高雄市","大樹區","高雄市大樹區龍目路56號","學校、大型集會場所","國小","","66349","警衛室門口旁","警衛室門口旁","22.689085804424","120.40890381022","07:30:00","16:30:00","08:00:00","16:30:00","08:00:00","16:30:00","","平日：07:30~16:30 ；假日：08:00~16:30   緊急連絡電話：07-6514110"
"7758","高雄市立鳳林國中","高雄市","小港區","高雄市小港區龍鳳路559號","學校、大型集會場所","國中","D棟通往操場及活動中心的走道(D棟廁所旁)","66351","D棟健康中心門口","D棟通往操場/活動中心的走道(D棟廁所旁/健康中心門口)","22.555354094698","120.36087717226","07:30:00","17:00:00","","","","","","07-8711130#23"
"5922","高雄市小港區鳳鳴國小","高雄市","小港區","高雄市小港區鳳鳴路191號","學校、大型集會場所","大專院校","","66355","家長會辦公室旁，樓梯旁","家長會辦公室旁，樓梯旁","22.515371632964","120.35725254671","08:00:00","18:00:00","","","","","","07-8714561"
"21092","高雄市小港區港和國小","高雄市","小港區","高雄市小港區平和南路300號","學校、大型集會場所","國小","高雄市小港區港和國小","66361","一樓玄關及三樓電梯轉角","一樓玄關大廳及三樓電梯轉角","22.568139934808","120.33735412489","07:00:00","18:00:00","","","","","高雄市小港區港和國小","0800-668-850"
"22232","錫盛事業有限公司附設高雄市私立前鎮亞望沙龍社區長照機構","高雄市","前鎮區","高雄市前鎮區德昌路345號(善樓2樓)","學校、大型集會場所","國中","興仁國中內社區型長照機構","66362","興仁國中善樓一樓","善樓一樓","22.58663986655","120.31377742409","08:00:00","17:30:00","08:00:00","17:30:00","","","興仁國中內社區型長照機構","07-8123083"
"6180","高雄市立大灣國民中學","高雄市","仁武區","高雄市仁武區仁雄路99號","學校、大型集會場所","國中","","66365","學務處外面","學務處外面","22.676917241775","120.34381744189","","","","","","","","3711715"
"19681","觀亭國小","高雄市","內門區","高雄市內門區中正路203號","學校、大型集會場所","國小","","66372","健康中心走廊","健康中心走廊","22.918215004619","120.45389064435","07:30:00","16:30:00","","","","","","07-6671672"
"9830","高雄市內門區溝坪國民小學","高雄市","內門區","高雄市內門區溝坪里廣福47號","學校、大型集會場所","國小","","66373","前棟教室走廊","學校","22.993428858297","120.50125484321","07:30:00","16:30:00","","","","","","076601788"
"23383","高雄市內門區木柵國民小學","高雄市","內門區","高雄市內門區木柵里木柵3號","學校、大型集會場所","國小","A棟走廊","66375","A棟走廊","A棟走廊","22.948234066411","120.35481128869","08:00:00","16:00:00","","","","","","週一至週五08:00-16:00 / 07-6681183"
"8122","高雄市內門區內門國民小學","高雄市","內門區","高雄市內門區內豐里內埔24號","學校、大型集會場所","國小","","66378","傳藝樓中央走廊","傳藝樓穿堂
四年仁班和中央走廊的牆壁","22.940764598279","120.45729704171","00:07:30","00:17:00","00:08:00","00:17:00","00:08:00","00:17:00","","6672078232"
"19681","觀亭國小","高雄市","內門區","高雄市內門區中正路203號","學校、大型集會場所","國小","","66379","附設幼兒園-圖書室走廊","附設幼兒園-圖書室走廊","22.918210065846","120.45388260128","","","","","","","","07-6671672"
"20765","大義國民中學","高雄市","左營區","高雄市左營區翠華路687號","學校、大型集會場所","國中","左營區大義國中","66385","學務處旁","左營區美國學校旁","22.674370935538","120.29261468613","","","","","","","左營區大義國中","週一至周日　０７５８２０１９１"
"20503","高雄巿立立德國民中學","高雄市","左營區","高雄市左營區實踐路101號","學校、大型集會場所","國中","位在高雄海軍港口旁面積不大學生不多的學校","66386","立德國中玄關","位於高雄海軍港口旁,面積不大的小學校","22.690299959289","120.29111591022","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","為上班時間","0932128483"
"5132","高雄市立左營國中","高雄市","左營區","高雄市左營區曾子路281號","學校、大型集會場所","國中","","66391","生活科技教室旁的圓形風雨操場","操場司令台斜後方的圓形風雨操場","22.678639645145","120.30659849269","08:00:00","08:00:00","","","","","","3433080*1390"
"20275","高雄市立龍華國民中學","高雄市","左營區","高雄市左營區自由二路2號","學校、大型集會場所","國中","","66392","活動中心","活動中心穿堂","22.659007972068","120.31030721477","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","07-5570720-320"
"5053","高雄市立福山國民中學","高雄市","左營區","高雄市左營區重信路215號","學校、大型集會場所","國中","","66393","本校穿堂","高雄市左營區重信路215號","22.680679181839","120.31457284454","07:00:00","17:00:00","07:00:00","17:00:00","07:00:00","17:00:00","","07-3501581#39"
"12804","高雄市左營區勝利國民小學","高雄市","左營區","高雄市左營區南屏路1號","學校、大型集會場所","國小","","66395","一樓穿堂","進入學校大門，沿警衛室旁小路(左側)上階梯，即可看見AED設備","22.671948541786","120.29519014977","07:00:00","18:00:00","08:00:00","18:00:00","08:00:00","18:00:00","","5522541#300"
"9273","高雄市永安區永安國民小學","高雄市","永安區","高雄市永安區永華路49號","學校、大型集會場所","國小","","66402","東棟大樓1樓走廊（校長室前）","東棟1樓走廊（校長室前）","22.814828187678","120.22508916005","06:00:00","19:30:00","06:00:00","19:30:00","06:00:00","19:30:00","","07-6912011"
"24928","新北市政府社會局委託社團法人台北市康復之友協會辦理新北市慈芳關懷中心","新北市","土城區","新北市土城區中正路18號6 樓","其他","其他場所","1.生活重建方案－組別工作日：我們鼓勵會員依興趣與意願，參與中心「生活連線組」、「出餐社區組」組別運作，在團體生活中與人並肩合作，帶給自己生活的充實感和自信心

2.團體活動：定期舉辦會員自發創立","66406","接待區","位置在玻璃門口旁，前面廁所外","24.974996550747","121.44303491177","09:00:00","17:00:00","","","","","","0282621305"
"9304","順源牙醫診所","宜蘭縣","頭城鎮","宜蘭縣頭城鎮青雲路二段352號","其他","其他場所","","66418","診所三樓","三樓電梯出來右手邊牆上","24.845443935188","121.80825086075","08:30:00","21:00:00","08:30:00","11:30:00","","","","0955981652"
"20309","桃園市政府環境清潔稽查大隊","桃園市","桃園區","桃園市桃園區法治路1號","其他","其他場所","1樓哺乳室前","66419","市容維護組旁","法治路1號2樓","24.993407064661","121.29585078543","","","","","","","1樓哺乳室前","03-3381900"
"20309","桃園市政府環境清潔稽查大隊","桃園市","桃園區","桃園市桃園區法治路1號","其他","其他場所","1樓哺乳室前","66420","1樓哺乳室前","法治路1號1樓","24.993399774777","121.29581593215","","","","","","","1樓哺乳室前","03-3381900"
"20278","歸仁區納骨堂","臺南市","歸仁區","臺南市歸仁區沙崙里203號","其他","其他場所","","66460","歸仁納骨堂管理室","歸仁納骨堂管理室","22.932289843642","120.30225142333","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","","08:00~16:00  06-2396335"
"23591","高雄市永安區維新國民小學","高雄市","永安區","高雄市永安區維新路光明九巷69-10號","學校、大型集會場所","國小","","66462","健康中心前","健康中心前的柱子上","22.804148631179","120.24720616124","08:00:00","17:00:00","","","","","","0976606969"
"9416","高雄永安國民中學","高雄市","永安區","高雄市永安區高雄市永安區保興一路三號","學校、大型集會場所","國中","","66463","一樓健康中心旁(學校中心點)","一樓健康中心旁，樓梯入口明顯位置","22.811310626475","120.2397442772","07:30:00","17:30:00","","","","","","07-6912064"
"20382","高雄市立田寮國民中學","高雄市","田寮區","高雄市田寮區崗安路48號","學校、大型集會場所","國中","AED設於學校川堂(總務處門口轉角處)","66464","高雄市田寮區崗安路48號","本校川堂(總務處門口轉角處)","22.862791981422","120.35841306455","08:00:00","16:00:00","00:00:00","00:00:00","00:00:00","00:00:00","","08:100~16:00  ； 07-6361687#39"
"20037","高雄市崇德國小","高雄市","田寮區","高雄市田寮區崇德路101號","學校、大型集會場所","國小","","66465","司令台","司令台上","22.877990354696","120.37933929854","","","","","","","","07-6367155*9"
"7169","高雄市田寮區新興國小","高雄市","田寮區","高雄市田寮區新興里大新路2號","學校、大型集會場所","國小","","66466","2忠教室走廊","2忠教室旁走廊","22.834947404283","120.37045468177","08:00:00","18:00:00","","","","","","07-6381348"
"7","鼓山輪渡站","高雄市","鼓山區","高雄市鼓山區濱海二路1號.","交通要衝","港區旅客服務區","","66470","候船室","位於高雄市鼓山輪渡站旁的魚市場渡輪候船室內","22.618977320662","120.27054075207","06:20:00","22:00:00","06:20:00","22:00:00","06:20:00","22:00:00","","07-5514316"
"24264","布農部落休閒農場","臺東縣","延平鄉","臺東縣延平鄉桃源村昇平路11鄰191號","觀光旅遊地區","文化園區","體驗布農文化的休閒農場","66473","大門口旅遊中心","入園門口左手邊櫃台","22.906207607569","121.09097247825","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","體驗布農文化的休閒農場","0937-861392"
"20277","森運動工作室","臺北市","信義區","臺北市信義區基隆路二段23號b1","學校、大型集會場所","健身房","運動工作室","66483","訓練區域","場內角落","25.03178566215","121.55915017226","","","","","","","","0227360557"
"21372","臺中市政府警察局第六分局工業區派出所","臺中市","西屯區","臺中市西屯區工業區五路2號之1","其他","其他場所","","66489","臺中市西屯區工業區五路2之1號","大門正門口","24.169281289685","120.6083682221","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","","04-23596317"
"25161","臺中市清水區秀水武鹿聯合里活動中心","臺中市","清水區","臺中市清水區華江南街一段206號","其他","其他場所","","66490","秀水武鹿聯合里活動中心","大門口旁","24.279129459589","120.56331446266","","","","","","","","04-26270151"
"21371","臺中市政府警察局第六分局協和派出所","臺中市","西屯區","臺中市西屯區臺灣大道四段1347號","其他","其他場所","","66501","臺中市政府警察局第六分局協和派出所","大門入口右側","24.183797710644","120.60873117299","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","04-23593736"
"20511","三平廣濟宮","臺南市","安平區","臺南市安平區府前三街136號","其他","其他場所","宗教信仰中心，廟宇集會場所","66503","本宮廟埕廣場","AED設置於本宮廟埕廣場左側
壁掛於柱子上，24小時均可取得","22.995366058283","120.18581833175","07:00:00","20:00:00","07:00:00","20:00:00","07:00:00","21:00:00","AED設置於本宮廟埕廣場左側
壁掛於柱子上，24小時均可取得
緊急情況發生時，請自行取用！","0922457631"
"13088","內政部國家公園署玉山國家公園管理處-南安遊客中心","花蓮縣","卓溪鄉","花蓮縣卓溪鄉花蓮縣卓溪鄉卓清村83-3號","觀光旅遊地區","國家公園","","66507","南安遊客中心(進門左側牆上)","進門左側牆上","23.301692318264","121.25806676715","09:00:00","16:30:00","09:00:00","16:30:00","09:00:00","16:30:00","每個月第2個星期二休館，遇假日順延一天","03-8887560"
"22053","南投縣政府文化局圖書館","南投縣","南投市","南投縣南投市中興路669號","大型休閒場所","圖書館","","66510","本館大廳","南投縣政府文化局圖書館大廳-正門口左側，藝文走廊玻璃櫥窗旁","23.903150138542","120.6913092646","08:30:00","20:30:00","08:30:00","20:30:00","08:30:00","17:00:00","週一休館","2221619"
"5289","開瑄國民小學","金門縣","金湖鎮","金門縣金湖鎮瓊林村中興崗9-1號","學校、大型集會場所","國小","","66512","開瑄國小健康中心旁","健康中心旁","24.445552529113","118.37738601734","07:30:00","16:30:00","","","","","","082335753"
"9524","慈濟基金會屏東分會","屏東縣","長治鄉","屏東縣長治鄉長治鄉中興路83之1號","其他","其他場所","","66515","大廳左側","大門進來於門口左側走廊上","22.685216511195","120.51484697507","08:00:00","18:00:00","08:00:00","18:00:00","08:00:00","18:00:00","","08-7363953"
"20306","大智通文化行銷股份有限公司(三峽DC)","新北市","三峽區","新北市三峽區中正路一段310號","其他","其他場所","","66524","1樓打卡機旁","1樓打卡機旁","24.925676065168","121.371122654","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","","(02)8671-2219"
"9267","高雄市甲仙區小林國民小學","高雄市","甲仙區","高雄市甲仙區小林里五里路24之2號","學校、大型集會場所","國小","","66525","川堂","由校門口入2樓川堂右邊","23.14848329436","120.63253979532","08:00:00","16:00:00","","","","","","07-6761029"
"4927","高雄市杉林區杉林國中","高雄市","杉林區","高雄市杉林區月眉里清水路中學巷6號","學校、大型集會場所","國中","","66527","杉林國中","杉林國中大門口穿堂","22.968768922517","120.54079753431","","","","","","","","677-1108#23"
"23680","高雄市杉林區月美國小","高雄市","杉林區","高雄市杉林區清水路象寮巷39號","學校、大型集會場所","國小","","66528","月美國小穿堂","中央穿堂","22.958478304912","120.5355982246","","","","","","","","07-6771404"
"23679","高雄市杉林區杉林國民小學","高雄市","杉林區","高雄市杉林區合森巷41號","學校、大型集會場所","國小","","66531","本校中走廊","本校中走廊","22.998161163372","120.54792989124","06:00:00","23:00:00","06:00:00","23:00:00","06:00:00","23:00:00","","07-6772658"
"24556","高雄市立巴楠花部落國民中小學","高雄市","杉林區","高雄市杉林區高雄市杉林區和氣街15號","學校、大型集會場所","國中","巴楠花部落中小學位於高雄市杉林區，是莫拉克風災後重建的學校，前身為高雄民族國小。學校以布農族語「芒草」命名，象徵天地萬物與人共存。其教學核心是民族教育，透過文化力、邏輯力、科學力、美學力四大學力進行實","66532","本校行政辦公室旁","AED位於本校行政辦公室(靠近籃球場)之側門擺放","22.964816484075","120.53962999818","07:00:00","16:00:00","","","","","","0911483379"
"9968","高雄市立那瑪夏國民中學","高雄市","那瑪夏區","高雄市那瑪夏區瑪雅里平和巷171號","學校、大型集會場所","國中","高雄市立那瑪夏國中","66534","行政辦公室1F走廊","行政大樓1F辦公室前走廊，下方有另設止血急救包。","23.239878452696","120.69728281022","08:00:00","00:00:00","08:00:00","00:00:00","08:00:00","00:00:00","","0911177669"
"23240","高雄市那瑪夏區民生國民小學","高雄市","那瑪夏區","高雄市那瑪夏區達卡努瓦里大光巷159號","學校、大型集會場所","國小","為原住民重點學校，大部分為布農族學生，部分為卡那卡那富族學生，少部分為其他族群學生。","66535","本校行政大樓一樓辦公室走廊","位於民生國小行政大樓一樓辦公室前面走廊","23.27589427425","120.72082078613","08:00:00","16:00:00","","","","","管理時間為正常上下班時間；但是，若遇緊急狀況，仍可至辦公室前走廊領取使用。","上課期間不開放使用學校場地；民眾使用運動場時間:06:00~07:00、17:00~18:00。"
"21129","高雄市立岡山國民中學","高雄市","岡山區","高雄市岡山區岡燕路238號","學校、大型集會場所","國中","高雄市立岡山國民中學","66536","本校仁愛樓(第二棟)中廊","本校仁愛樓(第二棟)中廊","22.790996167895","120.30322425547","","","","","","","","07-6212219"
"8763","高雄市立中芸國民中學","高雄市","林園區","高雄市林園區中芸路3-100號","學校、大型集會場所","國中","","66544","體育館","體育館","22.485862351835","120.39531569854","08:00:00","15:50:00","","","","","","07-6425223"
"3825","高雄市前金區建國國小","高雄市","前金區","高雄市前金區高雄市前金區自立二路111號","學校、大型集會場所","國小","高雄市雙語實驗小學","66556","高雄市前金區自立二路111號","進入學校大門後，走上階梯進入穿堂，朝向右側電梯方向前進，AED就掛置於右邊布告欄牆面最左側。","22.632668245963","120.29939140277","08:00:00","16:00:00","08:00:00","16:00:00","08:00:00","16:00:00","","07-2860128#21"
"5729","高雄市立獅甲國民中學","高雄市","前鎮區","高雄市前鎮區中山三路43號","學校、大型集會場所","國中","","66559","一樓中央玄關","一樓中央玄關","22.605226506796","120.30833740511","07:30:00","17:00:00","09:00:00","15:00:00","09:00:00","15:00:00","","3331522"
"10635","高雄市立前鎮國民中學","高雄市","前鎮區","高雄市前鎮區新衙路17號","學校、大型集會場所","國中","","66560","D棟1樓健康中心外","D棟1樓健康中心外","22.582523534179","120.32121836791","06:00:00","21:30:00","06:00:00","16:30:00","06:00:00","16:30:00","寒暑假平日開放至16:00","8217677"
"5237","高雄市興仁國民中學","高雄市","前鎮區","高雄市前鎮區德昌路345號","學校、大型集會場所","國中","","66563","藝術大樓玄關","校門正門口-玄關顯眼處","22.586095699684","120.31332610132","07:00:00","20:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","07-8218119"
"4533","高雄市前鎮國民小學","高雄市","前鎮區","高雄市前鎮區新生路200號","學校、大型集會場所","國小","","66564","勤學樓穿堂","AED設置於勤學樓穿堂明顯之處","22.586645746843","120.30842960075","","","","","","","","07-8212448"
"9374","高雄市前鎮區獅甲國民小學","高雄市","前鎮區","高雄市前鎮區中山三路45號","學校、大型集會場所","國小","開放時間為7:30-16:30","66565","警衛室","警衛室內","22.606618927495","120.30726154325","07:30:00","16:30:00","08:00:00","16:00:00","08:00:00","16:00:00","開放時間為7:30-16:30","07-3311465"
"9283","高雄市茄萣區興達國小","高雄市","茄萣區","高雄市茄萣區民治路2號","學校、大型集會場所","國小","","66572","前棟穿堂","前棟穿堂","22.873945456763","120.19080483946","","","","","","","","07-6988099#31"
"2311","國立金門高級農工職業學校","金門縣","金湖鎮","金門縣金湖鎮復興路1-11號","學校、大型集會場所","高中職","","66574","警衛室","校門口入口處","24.442561729617","118.42254032484","09:00:00","17:00:00","","","","","","082-333274分機801"
"4443","法務部矯正署泰源監獄","臺東縣","東河鄉","臺東縣東河鄉台東縣東河鄉北源村32號","其他","監獄","","66576","衛生科療養舍","衛生科療養舍","23.015125246561","121.27712617226","","","","","","","","不對外開放"
"19735","高雄市茂林衛生所附設社區長照機構","高雄市","茂林區","高雄市茂林區茂林里62-1號","其他","其他場所","日間照顧中心","66577","本機構客廳","茂林日照中心","22.887498042385","120.66500876206","08:00:00","17:30:00","","","","","日間照顧中心","07-6801537"
"11186","國立臺南女子高級中學","臺南市","中西區","臺南市中西區大埔街97號","學校、大型集會場所","高中職","","66578","保健中心","實踐樓一樓，靠排球場旁","22.987065826582","120.20701090244","08:00:00","17:00:00","","","","","","062131928#211"
"20295","中正國防幹部預備學校","高雄市","鳳山區","高雄市鳳山區凱旋路1號","學校、大型集會場所","高中職","軍事院校","66579","游泳池","游泳池旁的休息室1樓入口處","22.601353512604","120.35792091005","08:00:00","17:30:00","","","","","","07-7414188轉5531或5532"
"1864","臺灣臺北地方法院","臺北市","中正區","臺北市中正區博愛路131號","學校、大型集會場所","法院","","66580","二樓開庭等候區","二樓開庭等候區","25.036798187809","121.51105631898","08:30:00","17:30:00","08:30:00","17:30:00","08:30:00","17:30:00","","23146871*6244"
"1864","臺灣臺北地方法院","臺北市","中正區","臺北市中正區博愛路131號","學校、大型集會場所","法院","","66581","地下一樓","地下一樓候審室","25.0367909005","121.5111072584","08:30:00","17:30:00","08:30:00","17:30:00","08:30:00","17:30:00","","23146871*6244"
"1908","臺灣臺北地方法院寶慶院區","臺北市","中正區","臺北市中正區長沙街一段27號","學校、大型集會場所","法院","","66582","孺慕堂1樓","1樓國民法官法庭外之走道","25.040397336591","121.50950268649","","","","","","","","02-23318821"
"16589","臺北市立士林國民中學","臺北市","士林區","臺北市士林區中正路345號","學校、大型集會場所","國中","中正樓1樓健康中心外牆","66588","騰雲館","騰雲館內","25.094392564894","121.52258198494","","","","","","","","88613411"
"20369","澄清綜合醫院","臺中市","中區","臺中市中區平等街139號","其他","其他場所","優質社區健康照護服務典範
　　澄清綜合醫院為林澄清博士於民國21年3月創辦，是區域級教學醫院，成立迄今超過83年歷史，近年更進一步擴展為澄清醫療體系，有2間區域教學醫院、6間地區醫院、1間護理之家和","66589","1樓大廳24診間前","1樓大廳24診前","24.142918922907","120.68178362793","08:00:00","17:30:00","","","","","","04-24632000轉66662"
"20415","澄清綜合醫院中港分院","臺中市","西屯區","臺中市西屯區台灣大道四段966號","其他","其他場所","","66590","敬義樓一樓健檢櫃台前","澄清綜合醫院中港分院(敬義樓)","24.183258574446","120.6171311219","","","","","","","","04-24632000"
"20415","澄清綜合醫院中港分院","臺中市","西屯區","臺中市西屯區台灣大道四段966號","其他","其他場所","","66591","中港樓B1手扶梯前","中港樓B1手扶梯前","24.18290745812","120.61704801022","","","","","","","","04-24632000"
"20398","大溪國小運動中心","桃園市","大溪區","桃園市大溪區仁愛路2號","學校、大型集會場所","健身中心","","66595","本中心櫃台旁","放置一樓櫃台旁","24.883950755769","121.28584316204","08:00:00","22:00:00","08:00:00","22:00:00","08:00:00","22:00:00","過年期間(除夕、初一)公休，其餘以館方臉書公告為主","每日08-22點，江禹 0938-619982"
"22687","和苑三井花園飯店 台北忠孝","臺北市","大安區","臺北市大安區忠孝東路三段30號","旅宿場所","飯店","","66596","本棟17樓","17樓電梯出來右轉往浴場方向 
(販賣機右側)","25.041433987095","121.53394704167","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","0965-073-557"
"20391","宏致電子股份有限公司","桃園市","中壢區","桃園市中壢區過嶺路二段530-6號","其他","其他場所","自大門口進入後，延精工中心長廊往前走，至精工中心入口進入後，AED即放置於入口內的電梯前方。","66597","中壢區過嶺路二段530-6號","自大門口進入後，沿精工中心長廊往前走，至精工中心入口進入後，AED即放置於入口內的電梯前方。","24.970773739689","121.16005627959","09:00:00","18:00:00","","","","","","0955882971"
"11170","台灣花蓮地方法院花蓮簡易庭","花蓮縣","花蓮市","花蓮縣花蓮市球崙一路286號","學校、大型集會場所","法院","","66599","報到台旁","院區大門當事人報到台旁","24.006647634858","121.62241870842","00:08:00","00:17:20","00:00:00","00:00:00","00:00:00","00:00:00","","03-8225144#955"
"15851","臺北市立景興國民中學","臺北市","文山區","臺北市文山區景興路46巷2號","學校、大型集會場所","國中","","66603","健康中心走廊","景興國中健康中心走廊外","24.996210273946","121.5442491292","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","29323794*135"
"9413","臺北市萬華區東園國民小學","臺北市","萬華區","臺北市萬華區東園街195號","其他","其他場所","","66606","總務處外走廊","總務處外走廊","25.023016152512","121.49796828178","00:08:00","00:17:00","","","","","02-2303-4803#9","02-2303-4803#1306"
"20680","瓦城集團 1010湘(復北店)","臺北市","松山區","臺北市松山區復興北路301號","其他","其他場所","","66610","餐廳內","入口處","25.058225795408","121.54442003972","00:11:30","00:21:30","00:11:30","00:21:30","00:11:30","00:21:30","1430-1730休息","02-27136345"
